Código;Nombre comercial;Razón social;Dirección;Población;CP;Horario;Confianza;Fuente asociada;Tipo fuente;Fecha comprobación;Nota horario;Estado;Jornada;Orden;Día previsto;Hora prevista;Estado previsto
266;FRANCISCO JOSE RAMOS SANCHEZ;FRANCISCO JOSE RAMOS SANCHEZ;Calle CASTILLO DE CORTEGANA, 8, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
257;FRANCISCO E. ALVAREZ MUÑIZ (T SANTA GENOVEVA);FRANCISCO E. ALVAREZ MUÑIZ (T SANTA GENOVEVA);Avenida DE LA PRENSA, 26 B (PICA), 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 07:30-14:30 | Martes 07:30-14:30 | Miércoles 07:30-14:30 | Jueves 07:30-14:30 | Viernes 07:30-14:30 | Sábado Cerrado | Domingo Cerrado;medium;Talleres Santa Genoveva;google-maps;2026-09-21;"La ficha indica Av. Prensa 26B; la ubicación pública actual aparece en 38B.";associated;;;;;
256;baja dgt;MOTORJET SERVICIOS INTEGRALES,SL;P.I. Su Eminencia, C. A, 1, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 07:00-15:30 | Martes 07:00-15:30 | Miércoles 07:00-15:30 | Jueves 07:00-15:30 | Viernes 07:00-15:30 | Sábado Cerrado | Domingo Cerrado;high;Motorjet;google-business;2026-09-21;El número de nave público actual difiere del histórico de la ficha.;verified;;;;;
253;UTRECHAPA, S.L.;UTRECHAPA, S.L.;P.I.EL LIMONAR C/TECNOLOGIA, 1, 41710, Utrera, Sevilla, España;Utrera;41710;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 06:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Utrechapa;google-business;2026-09-21;;verified;5;9;Viernes;12:56;Abierto · cierra 14:00
252;POSIBLE BAJA;TALLERES ALARCON;Calle BAILEN, 28, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
251;AUTO-TORREBLANCA,SL;AUTO-TORREBLANCA,SL;P.I.BANSUR, NAVE 18, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;12;9;Martes;12:18;Horario no verificado · confirmar antes
250;TALLERES MORAUTO CHAPA Y PINTURA, SL;TALLERES MORAUTO CHAPA Y PINTURA, SL;C. Monzón, 6, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Morauto;google-business;2026-09-21;El taller aparece actualmente en C. Monzón 6, distinto de la dirección antigua C. Zamora 37.;verified;1;1;Lunes;07:34;Abierto · cierra 15:00
249;COREALBA AUTOMOCION, SL;COREALBA AUTOMOCION, SL;Calle EXPOSICION, 12 (PISA), 41927, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41927;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Alba / Motralba;google-business;2026-09-21;"Las fichas comparten teléfono/dirección; se aplica el horario del centro publicado.";verified;;;;;
245;JOSE ANTONIO BRAVO RODRIGUEZ;JOSE ANTONIO BRAVO RODRIGUEZ;Calle JOAQUIN TURINA, 2, 41310, Brenes, Sevilla, España;Brenes;41310;Lunes 09:00-14:00 / 17:00-21:00 | Martes 09:00-14:00 / 17:00-21:00 | Miércoles 09:00-14:00 / 17:00-21:00 | Jueves 09:00-14:00 / 17:00-21:00 | Viernes 09:00-14:00 / 17:00-21:00 | Sábado 09:30-13:00 | Domingo Cerrado;high;Auto Repuestos Bravo;google-business;2026-09-21;;verified;14;15;Jueves;20:33;Abierto · cierra 21:00
242;PUMARCA, CARROCERIA Y PIEDRA, SL;PUMARCA, CARROCERIA Y PIEDRA, SL;P.I.SAN NICOLAS C/8 NAVE 26, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:30-13:30 / 15:30-18:00 | Martes 08:30-13:30 / 15:30-18:00 | Miércoles 08:30-13:30 / 15:30-18:00 | Jueves 08:30-13:30 / 15:30-18:00 | Viernes 08:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;PUMARCA;google-maps;2026-09-21;;verified;4;7;Jueves;10:39;Abierto · cierra 13:30
239;AGROIMPORTACION LEON PAVON,SL;AGROIMPORTACION LEON PAVON,SL;Avenida DEL COMERCIO, 15 P.I.POLIVISO, 41520, El Viso Del Alcor, Sevilla, España;El Viso Del Alcor;41520;Lunes 08:30-14:00 / 15:30-19:00 | Martes 08:30-14:00 / 15:30-19:00 | Miércoles 08:30-14:00 / 15:30-19:00 | Jueves 08:30-14:00 / 15:30-19:00 | Viernes 08:30-14:00 | Sábado Cerrado | Domingo Cerrado;high;Agroimportación León Pavón;google-business;2026-09-21;;verified;12;4;Martes;09:35;Abierto · cierra 14:00
237;TALLERES VERDUGO E HIJOS, SL;TALLERES VERDUGO E HIJOS, SL;P.I.LAS ESTRELLA,H8, 41100, Coria Del Rio, Sevilla, España;Coria Del Rio;41100;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;medium;Talleres Verdugo e Hijos;google-business;2026-09-21;"Ficha indica H8; negocio público indica Carpintero 8.";associated;5;1;Viernes;07:46;Abierto · cierra 15:00
231;RECAMBIOS PARIS, SL;RECAMBIOS PARIS, SL;P.I.LAS NORIETAS, C/SIERRA DE GATA, 41704, Dos Hermanas, Sevilla, España;Dos Hermanas;41704;NO VERIFICADO;medium;Recambios Paris Automóvil s.l.;google-business;2026-09-21;Google Business confirmó el negocio y teléfono, pero no devolvió horario.;unknown;2;9;Martes;11:58;Horario no verificado · confirmar antes
228;(AUTORECAMBIOS SEVILLA);MARTIN RUIZ AUTOMOCION, SC;Calle Managua, 27, 41701, Dos Hermanas, Sevilla, España;Dos Hermanas;41701;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-19:00 | Sábado Cerrado | Domingo Cerrado;high;Autorecambios Sevilla;official-web;2026-09-21;;verified;1;12;Lunes;12:56;Abierto · cierra 14:00
225;AUTOMOVILES GABRY MOTOR ,SL;AUTOMOVILES GABRY MOTOR ,SL;P.I.LAS DOBLAS C/MINEROS, 10, 41800, Sanlucar La Mayor, Sevilla, España;Sanlucar La Mayor;41800;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;high;Gabry Motor;google-business;2026-09-21;;verified;11;12;Lunes;16:00;Apertura 16:00 · cierra 18:00
214;TALLERES PEREZ HALCON,SL;TALLERES PEREZ HALCON,SL;Calle GIRASOL, 1, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 07:00-14:30 / 16:00-19:00 | Martes 07:00-14:30 / 16:00-19:00 | Miércoles 07:00-14:30 / 16:00-19:00 | Jueves 07:00-14:30 / 16:00-19:00 | Viernes 07:00-14:30 / 16:00-19:00 | Sábado Cerrado | Domingo Cerrado;medium;Grupo Pérez Halcón;google-business;2026-09-21;"Google publica C. Sorgo 2; la ficha C. Girasol 1.";associated;14;7;Jueves;13:54;Abierto · cierra 14:30
211;JOSE LUIS LEAL ARRIAZAL (NEUMATICOS LEAL);JOSE LUIS LEAL ARRIAZAL (NEUMATICOS LEAL);Avenida JOSE ANTONIO GALLEGO, 58, 41749, El Cuervo, Sevilla, España;El Cuervo;41749;Lunes 09:00-14:00 | Martes 09:00-14:00 | Miércoles 09:00-14:00 | Jueves 09:00-14:00 | Viernes 09:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres y Neumáticos Leal;google-business;2026-09-21;;verified;;;;;
208;(AUTOMOVILES MALAVER);JOSE MANUEL MALAVER CASTILLO;Calle HUERTA DEL ROSAL, 5, 41015, Sevilla, Sevilla, España;Sevilla;41015;Lunes 09:00-13:45 / 17:00-20:45 | Martes 09:00-13:45 / 17:00-20:45 | Miércoles 09:00-13:45 / 17:00-20:45 | Jueves 09:00-13:45 / 17:00-20:45 | Viernes 08:00-14:00 | Sábado Cerrado | Domingo Cerrado;high;Automóviles Malaver;google-maps;2026-09-21;;verified;10;10;Viernes;13:30;Abierto · cierra 14:00
190;SAN PABLO MOTOR ,SL;SAN PABLO MOTOR ,SL;Avenida KANSAS CITY S/N ESQUINA DE CARMONA, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 08:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;San Pablo Motor · Posventa;official-web;2026-09-21;La dirección pública actual de posventa difiere de la ficha histórica.;associated;;;;;
188;038000220-BAJA;BAHIA MOVIL,SL  BAJA;CTRA SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-18:00 | Sábado 09:00-13:00 | Domingo Cerrado;medium;Automares Su Eminencia;official-web;2026-09-21;"Mismo centro histórico Su Eminencia 26; horario del grupo/centro asociado. Confirmar el departamento exacto.";associated;;;;;
187;VANAUTO AUTOMOCION, SL;VANAUTO AUTOMOCION, SL;CTRA. SU EMINENCIA, 26, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-18:00 | Sábado 09:00-13:00 | Domingo Cerrado;medium;Automares Su Eminencia;official-web;2026-09-21;"Mismo centro histórico Su Eminencia 26; horario del grupo/centro asociado. Confirmar el departamento exacto.";associated;;;;;
181;ANTONIO SANCHEZ SUAREZ;ANTONIO SANCHEZ SUAREZ;san bernardo, 17, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;1;10;Lunes;11:55;Horario no verificado · confirmar antes
180;CLEMENTE PARTS,SL;CLEMENTE PARTS,SL;CTRA.NACIONAL IV KM.554.7, 41700, Dos Hermanas, Sevilla, España;Dos Hermanas;41700;Lunes 08:30-14:00 / 16:30-20:30 | Martes 08:30-14:00 / 16:30-20:30 | Miércoles 08:30-14:00 / 16:30-20:30 | Jueves 08:30-14:00 / 16:30-20:30 | Viernes 08:30-14:00 / 16:30-20:30 | Sábado 10:00-13:00 | Domingo Cerrado;high;Repuestos Clemente;google-business;2026-09-21;;verified;1;11;Lunes;12:27;Abierto · cierra 14:00
179;TEPUY CARS, SL  (cerrado);TEPUY CARS, SL  (cerrado);Avenida MAIRENA, 13 BAJO C, 41920, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41920;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
171;SEVILLA;ANDEL AUTOMOCION, SA;Calle LAGUNA LARGA OCHO,6, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-20:00 | Sábado Cerrado | Domingo Cerrado;high;Andel Automoción;google-maps;2026-09-21;;verified;4;6;Jueves;10:10;Abierto · cierra 14:00
167;REPUESTOS ABELA;JORGE ABELA RAMIREZ;Calle OSCAR ARIAS LOCAL 6-8, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;1;9;Lunes;11:26;Horario no verificado · confirmar antes
165;TALLERES AUTO SEVILLA LA RED, SL;TALLERES AUTO SEVILLA LA RED, SL;P.I.LA RED C/DOCE NAVE 28, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 05:30-15:00 | Martes 05:30-15:00 | Miércoles 05:30-15:00 | Jueves 05:30-15:00 | Viernes 05:30-14:00 | Sábado Cerrado | Domingo Cerrado;high;Taller Autosevilla;google-maps;2026-09-21;;verified;4;1;Jueves;07:45;Abierto · cierra 15:00
164;NEBRIAUTO, SL (RENAULT);NEBRIAUTO, SL (RENAULT);Avenida JUAN PEÑA, 24, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 10:00-13:30 | Domingo Cerrado;high;Nebriauto Renault-Dacia;google-business;2026-09-21;;verified;13;15;Miércoles;19:17;Abierto · cierra 20:00
163;LEBRIMOVIL, S.A (OPEL);LEBRIMOVIL, S.A (OPEL);Avenida JOSE M.TOMASSETTI,1, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 09:00-20:30 | Martes 09:00-20:30 | Miércoles 09:00-20:30 | Jueves 09:00-20:30 | Viernes 09:00-20:30 | Sábado 09:00-14:00 | Domingo Cerrado;high;Opel Lebrimovil;google-business;2026-09-21;;verified;14;8;Jueves;14:23;Abierto · cierra 20:30
154;MARIN ELECTRICIDAD-T200;CESAR MARIN MONTANO;P.I.CALONGE, C/METALURGIA, 51, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:00-14:00 / 16:00-19:30 | Martes 08:00-14:00 / 16:00-19:30 | Miércoles 08:00-14:00 / 16:00-19:30 | Jueves 08:00-14:00 / 16:00-19:30 | Viernes 08:00-14:00 / 16:00-19:30 | Sábado Cerrado | Domingo Cerrado;high;Recambios Marín / Marin AutoParts;google-maps;2026-09-21;;verified;6;6;Lunes;10:27;Abierto · cierra 14:00
153;REPUESTOS EUGENIO PENCO,SC;REPUESTOS EUGENIO PENCO,SC;Avenida HYTASA, 2, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-19:30 | Sábado 09:00-13:00 | Domingo Cerrado;high;Repuestos del Automóvil Eugenio Penco;google-maps;2026-09-21;;verified;10;1;Viernes;09:00;Apertura 09:00 · cierra 14:00
151;FERRETERIA ALFARO BLANCO, SL;FERRETERIA ALFARO BLANCO, SL;Calle SANTA ANA, 56, 41560, Estepa, Sevilla, España;Estepa;41560;Lunes 09:00-13:30 / 16:30-20:00 | Martes 09:00-13:30 / 16:30-20:00 | Miércoles 09:00-13:30 / 16:30-20:00 | Jueves 09:00-13:30 / 16:30-20:00 | Viernes 09:00-13:30 / 16:30-20:00 | Sábado Cerrado | Domingo Cerrado;medium;Ferretería Alfaro;google-business;2026-09-21;"Google publica C. Anisados 23; ficha C. Santa Ana 56.";associated;17;12;Martes;18:31;Abierto · cierra 20:00
150;JAIME GONZALEZ ROMERO (MULT. LEBRIJA);JAIME GONZALEZ ROMERO (MULT. LEBRIJA);HNOS PINZON, 17 1º-D, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Multirecambios Lebrija;google-business;2026-09-21;La ficha 150 parece corresponder al mismo negocio por contacto/teléfono, pero dirección fiscal diferente.;associated;14;10;Jueves;16:29;Abierto · cierra 18:00
149;SUMIREC UMBRETE;SUMIREC AUTOMOCION Y AGRICOLA, SL;Calle PIO X, Nº 70, 41804, Olivares, Sevilla, España;Olivares;41804;Lunes 08:00-14:00 / 16:30-19:30 | Martes 08:00-14:00 / 16:30-19:30 | Miércoles 08:00-14:00 / 16:30-19:30 | Jueves 08:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;high;Sumirec Automoción y Agrícola;google-business;2026-09-21;;verified;11;15;Lunes;18:07;Abierto · cierra 19:30
148;ANTONIO JOSE ZAMBRANA ASENCIO;ANTONIO JOSE ZAMBRANA ASENCIO;P.E. LA RED NORTE C/ LA RED TREINTA Y CUATRO, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;12;8;Martes;11:49;Horario no verificado · confirmar antes
147;AUTORECAMBIOS AMATE;Francisco Morera Flor;Avenida Carlos Marx Edificio Amate 1 Local 10b (AUTORECAMBIOS AMATE), 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 09:30-14:00 / 16:30-20:00 | Martes 09:30-14:00 / 16:30-20:00 | Miércoles 09:30-14:00 / 16:30-20:00 | Jueves 09:30-14:00 / 16:30-20:00 | Viernes 09:30-14:00 / 16:30-20:00 | Sábado Cerrado | Domingo Cerrado;high;Andel Autorecambios Amate;google-maps;2026-09-21;;verified;3;12;Miércoles;13:15;Abierto · cierra 14:00
144;JULIO COPADO ANDUJAR;JULIO COPADO ANDUJAR;Avenida DE LA ASUNCION, 36 LOCAL 1, 41530, Moron De La Frontera, Sevilla, España;Moron De La Frontera;41530;Lunes 09:00-14:00 / 16:30-19:30 | Martes 09:00-14:00 / 16:30-19:30 | Miércoles 09:00-14:00 / 16:30-19:30 | Jueves 09:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 | Sábado Cerrado | Domingo Cerrado;medium;Recambios Copado;google-business;2026-09-21;"Google publica Av. la Asunción 24; fichas nº36.";associated;12;14;Martes;18:17;Abierto · cierra 19:30
143;TALLERES FAUSTINO PRADA, SLU;TALLERES FAUSTINO PRADA, SLU;CTRA DE PEÑAFLOR, 9, 41440, Lora Del Rio, Sevilla, España;Lora Del Rio;41440;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 10:00-13:00 | Domingo Cerrado;high;Talleres Faustino Prada;google-business;2026-09-21;;verified;16;10;Lunes;18:19;Abierto · cierra 20:00
142;ANDALUCIA SIN CARNET, SL (ANDALGROUP);ANDALUCIA SIN CARNET, SL (ANDALGROUP);P.I.CALONGE C/METALURGIA, 53, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-14:00 / 16:00-19:00 | Martes 09:00-14:00 / 16:00-19:00 | Miércoles 09:00-14:00 / 16:00-19:00 | Jueves 09:00-14:00 / 16:00-19:00 | Viernes 09:00-14:00 / 16:00-19:00 | Sábado Cerrado | Domingo Cerrado;medium;Andalgroup - Coches Sin Carnet;google-maps;2026-09-21;"Google Maps publica Metalurgia 73; la ficha indica 53.";associated;8;6;Miércoles;11:01;Abierto · cierra 14:00
138;LUXURY CARS J&A AUTOMOCION,SC;LUXURY CARS J&A AUTOMOCION,SC;Calle PELAGATOS, 11, 41310, Brenes, Sevilla, España;Brenes;41310;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Luxury Cars J&A Chapa y Pintura;google-business;2026-09-21;;verified;16;4;Lunes;12:13;Abierto · cierra 15:00
137;SERVICIOS AMARA, SL;SERVICIOS AMARA, SL;Calle JOSE MARIA IBARRA Y GOMEZ RULL, 11, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;JMA Servicios Amara;google-maps;2026-09-21;;verified;3;14;Miércoles;14:16;Abierto · cierra 15:00
135;UTRENINGLASS;UTRENINGLASS;Calle CRISTO DE LOS AFLIGIDOS, 30, 41710, Utrera, Sevilla, España;Utrera;41710;Lunes 08:00-15:00 / 16:00-19:00 | Martes 08:00-14:00 / 16:00-19:00 | Miércoles 08:00-14:00 / 16:00-19:00 | Jueves 08:00-14:00 / 16:00-19:00 | Viernes 08:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Utretuninglass;official-web;2026-09-21;;verified;5;10;Viernes;13:25;Abierto · cierra 15:00
132;AUTO HOME HUELVA, SL (FUCARAUTO);AUTO HOME HUELVA, SL (FUCARAUTO);Avenida FLOTA DE INDIAS,30, 41011, Sevilla, Sevilla, España;Sevilla;41011;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Fucarauto / Auto-Home Huelva;official-web;2026-09-21;"La empresa está en Huelva; la dirección de Sevilla de la ficha no parece un taller visitable.";verified;2;14;Martes;14:37;Abierto · cierra 15:00
131;AUTO SUR MORON, SL;AUTO SUR MORON, SL;Avenida DE PRUNA, P.I. BORUJAS 14-15, 41530, Moron De La Frontera, Sevilla, España;Moron De La Frontera;41530;Lunes 09:00-14:00 / 17:00-20:30 | Martes 09:00-14:00 / 17:00-20:30 | Miércoles 09:00-14:00 / 17:00-20:30 | Jueves 09:00-14:00 / 17:00-20:30 | Viernes 09:00-14:00 / 17:00-20:30 | Sábado Cerrado | Domingo Cerrado;high;Autosur Morón;google-business;2026-09-21;;verified;;;;;
130;SUR AUTO EL REFUGIO,SL;SUR AUTO EL REFUGIO,SL;P.I.EL REFUGIO, NAVE 11, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Sur-Auto El Refugio;google-maps;2026-09-21;;verified;;;;;
129;RECAMBIOS RAM;ADRIAN RODRIGUEZ NARANO;Avenida ALMIRANTE TOPETE, LOCAL E 5, Sevilla, Sevilla, España;Sevilla;;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;3;8;Miércoles;11:18;Horario no verificado · confirmar antes
125;TALLERES PACO VALDELVIRA,SL;TALLERES PACO VALDELVIRA,SL;Calle RIO DE JANEIRO, 48, 41701, Dos Hermanas, Sevilla, España;Dos Hermanas;41701;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Paco Valdelvira;google-business;2026-09-21;;verified;1;15;Lunes;14:23;Abierto · cierra 15:00
124;JOSE TORRES CALAS-AUTO SPORT LEBRIJA;JOSE TORRES CALAS-AUTO SPORT LEBRIJA;Calle DAMASO ALONSO, 14, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 08:30-14:00 / 16:00-19:30 | Martes 08:30-14:00 / 16:00-19:30 | Miércoles 08:30-14:00 / 16:00-19:30 | Jueves 08:30-14:00 / 16:00-19:30 | Viernes 08:30-14:00 / 16:00-19:30 | Sábado Cerrado | Domingo Cerrado;medium;Auto Sport Lebrija;google-business;2026-09-21;Google publica nº 8, ficha nº 14.;associated;;;;;
123;LOW COST LM EXPRESS, SL;LOW COST LM EXPRESS, SL;PI. EL JUNCAL, PARCELA 4, 41310, Brenes, Sevilla, España;Brenes;41310;Lunes 00:00-24:00 | Martes 00:00-24:00 | Miércoles 00:00-24:00 | Jueves 00:00-24:00 | Viernes 00:00-24:00 | Sábado 00:00-24:00 | Domingo 00:00-24:00;low;LM Express Low Cost;google-business;2026-09-21;"Resultado coincide por teléfono pero aparece como gasolinera; horario no debe considerarse seguro para visita comercial.";associated;15;13;Viernes;20:21;Abierto · cierra 24:00
122;REPLAC;MARIA AMPARO CARNEVALI SANTIGOSA;Calle ARROYO, 23 LOCAL, 41003, Sevilla, Sevilla, España;Sevilla;41003;Lunes 09:30-13:45 / 17:30-19:30 | Martes 09:30-13:45 / 17:30-19:30 | Miércoles 09:30-13:45 / 17:30-19:30 | Jueves 09:30-13:45 / 17:30-19:30 | Viernes 09:30-14:00 | Sábado Cerrado | Domingo Cerrado;high;Replac M Matas placas de matrícula rótulos;google-maps;2026-09-21;;verified;9;8;Jueves;12:00;Abierto · cierra 13:45
119;HINOJOSA MARQUEZ, SL;HINOJOSA MARQUEZ, SL;Avenida DE SEVILLA,59, 41310, Brenes, Sevilla, España;Brenes;41310;Lunes 09:00-14:00 / 17:00-20:00 | Martes 09:00-14:00 / 17:00-20:00 | Miércoles 09:00-14:00 / 17:00-20:00 | Jueves 09:00-14:00 / 17:00-20:00 | Viernes 09:00-14:00 / 17:00-20:00 | Sábado Cerrado | Domingo Cerrado;high;Hinojosa Márquez;google-business;2026-09-21;;verified;10;15;Viernes;17:40;Abierto · cierra 20:00
116;MEGA OCASION,SL;MEGA OCASION,SL;Calle METALURGIA, 99, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:30-14:00 / 17:00-20:00 | Martes 09:30-14:00 / 17:00-20:00 | Miércoles 09:30-14:00 / 17:00-20:00 | Jueves 09:30-14:00 / 17:00-20:00 | Viernes 09:30-14:00 / 17:00-20:00 | Sábado 10:00-14:00 | Domingo Cerrado;high;Mega Ocasión Car;google-maps;2026-09-21;;verified;;;;;
115;MANUEL GONZALEZ ROLDAN -AUT. RECAMCAR;MANUEL GONZALEZ ROLDAN -AUT. RECAMCAR;Avenida DOCTOR FEDRIANI, 50 LOCAL, 41009, Sevilla, Sevilla, España;Sevilla;41009;Lunes 09:00-14:00 / 16:30-19:30 | Martes 09:00-14:00 / 16:30-19:30 | Miércoles 09:00-14:00 / 16:30-19:30 | Jueves 09:00-14:00 / 16:30-19:30 | Viernes 09:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;high;Auto Recambios Recamcar;google-maps;2026-09-21;;verified;7;12;Martes;13:34;Abierto · cierra 14:00
